"File","Size","Lines","Extension"
"snapshots\20250112-1700\staging\www\scripts\simple-tab-manager.js","4742","150",".js"
"snapshots\20250112-1700\staging\scripts\simple-tab-manager.js","4742","150",".js"
"snapshots\20250112-1500\www\scripts\simple-tab-manager.js","4742","150",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\simple-tab-manager.js","4742","150",".js"
"snapshots\20250112-1400\www\scripts\simple-tab-manager.js","4742","150",".js"
"snapshots\20250112-1700\staging\www\debug-posters.html","4719","106",".html"
"snapshots\20250112-1700\staging\debug-posters.html","4719","106",".html"
"backups\backup_v23.78_before_merge_20250914_093719\debug-posters.html","4719","106",".html"
"snapshots\20250112-1600\www\debug-posters.html","4719","106",".html"
"snapshots\20250112-1215\www\debug-posters.html","4719","106",".html"
"snapshots\20250112-1400\www\debug-posters.html","4719","106",".html"
"snapshots\20250112-1415\www\debug-posters.html","4719","106",".html"
"backups\backup_v23.78_before_merge_20250112_093803\debug-posters.html","4719","106",".html"
"snapshots\20250112-1220-phase-b-complete\www\debug-posters.html","4719","106",".html"
"www\debug-posters.html","4719","106",".html"
"snapshots\20250112-1500\www\debug-posters.html","4719","106",".html"
"snapshots\20250112-1215\www\scripts\search-controller.js","4695","128",".js"
"snapshots\20250112-1700\staging\scripts\search-controller.js","4695","128",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\search-controller.js","4695","128",".js"
"snapshots\20250112-1700\staging\www\scripts\search-controller.js","4695","128",".js"
"snapshots\20250112-1600\www\scripts\search-controller.js","4695","128",".js"
"snapshots\20250112-1500\www\scripts\search-controller.js","4695","128",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\search-controller.js","4695","128",".js"
"www\scripts\search-controller.js","4695","128",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\search-controller.js","4695","128",".js"
"snapshots\20250112-1215\www\verify-card-v2.html","4597","109",".html"
"snapshots\20250112-1700\staging\verify-card-v2.html","4597","109",".html"
"snapshots\20250112-1600\www\verify-card-v2.html","4597","109",".html"
"www\verify-card-v2.html","4597","109",".html"
"snapshots\20250112-1500\www\verify-card-v2.html","4597","109",".html"
"snapshots\20250112-1700\staging\www\verify-card-v2.html","4597","109",".html"
"snapshots\20250112-1400\www\verify-card-v2.html","4597","109",".html"
"backups\backup_v23.78_before_merge_20250914_093719\verify-card-v2.html","4597","109",".html"
"backups\backup_v23.25_duplicate_fix_20250912_1051\verify-card-v2.html","4597","109",".html"
"snapshots\20250112-1220-phase-b-complete\www\verify-card-v2.html","4597","109",".html"
"snapshots\20250112-1415\www\verify-card-v2.html","4597","109",".html"
"backups\backup_v23.78_before_merge_20250112_093803\verify-card-v2.html","4597","109",".html"
"snapshots\20250112-1600\www\scripts\community\games.js","4569","131",".js"
"www\scripts\community\games.js","4569","131",".js"
"snapshots\20250112-1215\www\scripts\community\games.js","4569","131",".js"
"snapshots\20250112-1700\staging\www\scripts\community\games.js","4569","131",".js"
"snapshots\20250112-1400\www\scripts\community\games.js","4569","131",".js"
"snapshots\20250112-1415\www\scripts\community\games.js","4569","131",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\community\games.js","4569","131",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\community\games.js","4569","131",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\community\games.js","4569","131",".js"
"snapshots\20250112-1700\staging\scripts\community\games.js","4569","131",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\community\games.js","4569","131",".js"
"snapshots\20250112-1500\www\scripts\community\games.js","4569","131",".js"
"_quarantine\root_misc\test-safe-areas.html","4373","115",".html"
"snapshots\20250112-1700\staging\www\scripts\tmdb-images.js","4324","128",".js"
"snapshots\20250112-1500\www\scripts\tmdb-images.js","4324","128",".js"
"snapshots\20250112-1700\staging\scripts\tmdb-images.js","4324","128",".js"
"www\scripts\tmdb-images.js","4324","128",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\tmdb-images.js","4324","128",".js"
"snapshots\20250112-1600\www\scripts\tmdb-images.js","4324","128",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\tmdb-images.js","4324","128",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\tmdb-images.js","4324","128",".js"
"snapshots\20250112-1215\www\scripts\tmdb-images.js","4324","128",".js"
"Check these\utils.cleaned.js","4203","132",".js"
"snapshots\20250112-1415\www\scripts\centralized-add-handler.js","4179","132",".js"
"snapshots\20250112-1215\www\scripts\centralized-add-handler.js","4179","132",".js"
"www\scripts\centralized-add-handler.js","4179","132",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\centralized-add-handler.js","4179","132",".js"
"snapshots\20250112-1500\www\scripts\centralized-add-handler.js","4179","132",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\centralized-add-handler.js","4179","132",".js"
"snapshots\20250112-1700\staging\scripts\centralized-add-handler.js","4179","132",".js"
"snapshots\20250112-1400\www\scripts\centralized-add-handler.js","4179","132",".js"
"snapshots\20250112-1600\www\scripts\centralized-add-handler.js","4179","132",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\centralized-add-handler.js","4179","132",".js"
"snapshots\20250112-1700\staging\www\scripts\centralized-add-handler.js","4179","132",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\centralized-add-handler.js","4179","132",".js"
"_quarantine\backups\backup_20250903_181036\www\styles\main.css","4129","203",".css"
"_quarantine\backups\backup_20250903_181036\www\www\styles\main.css","4129","203",".css"
"_quarantine\tests_pages\test-language-switching.html","4127","102",".html"
"_quarantine\root_misc\test-injection.html","4053","92",".html"
"www\scripts\pro-gate.js","4012","104",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\pro-gate.js","4010","104",".js"
"snapshots\20250112-1700\staging\www\scripts\pro-gate.js","4010","104",".js"
"snapshots\20250112-1500\www\scripts\pro-gate.js","4010","104",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\pro-gate.js","4010","104",".js"
"snapshots\20250112-1215\www\scripts\pro-gate.js","4010","104",".js"
"snapshots\20250112-1600\www\scripts\pro-gate.js","4010","104",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\pro-gate.js","4010","104",".js"
"snapshots\20250112-1700\staging\www\functions\feedback.js","3874","115",".js"
"_quarantine\backups\backup_20250903_181036\netlify\functions\feedback.js","3874","115",".js"
"www\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1600\www\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1600\www\netlify\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1215\www\netlify\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1400\www\netlify\functions\feedback.js","3874","115",".js"
"www\netlify\functions\feedback.js","3874","115",".js"
"backups\backup_v23.78_before_merge_20250112_093803\functions\feedback.js","3874","115",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1700\staging\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1400\www\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1500\www\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1500\www\netlify\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1215\www\functions\feedback.js","3874","115",".js"
"backups\backup_v23.78_before_merge_20250112_093803\netlify\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1220-phase-b-complete\www\netlify\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1415\www\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1700\staging\netlify\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1415\www\netlify\functions\feedback.js","3874","115",".js"
"backups\backup_v23.78_before_merge_20250914_093719\netlify\functions\feedback.js","3874","115",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\netlify\functions\feedback.js","3874","115",".js"
"backups\backup_v14.3_20250908_165215\netlify\functions\feedback.js","3874","115",".js"
"backups\backup_v23.78_before_merge_20250914_093719\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1220-phase-b-complete\www\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1700\staging\www\netlify\functions\feedback.js","3874","115",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\functions\feedback.js","3874","115",".js"
"snapshots\20250112-1700\staging\scripts\pro-gate.js","3873","104",".js"
"backups\backup_v23.78_before_merge_20250112_093803\js\utils.js","3854","124",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\utils.js","3854","124",".js"
"snapshots\20250112-1700\staging\www\js\utils.js","3854","124",".js"
"snapshots\20250112-1415\www\js\utils.js","3854","124",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\js\utils.js","3854","124",".js"
"backups\backup_v23.78_before_merge_20250914_093719\js\utils.js","3854","124",".js"
"snapshots\20250112-1700\staging\js\utils.js","3854","124",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\js\utils.js","3854","124",".js"
"www\js\utils.js","3854","124",".js"
"snapshots\20250112-1500\www\js\utils.js","3854","124",".js"
"backups\backup_v14.3_20250908_165215\js\utils.js","3854","124",".js"
"snapshots\20250112-1600\www\js\utils.js","3854","124",".js"
"snapshots\20250112-1400\www\js\utils.js","3854","124",".js"
"snapshots\20250112-1215\www\js\utils.js","3854","124",".js"
"_quarantine\experiments\tests\debug-duplicate-binding.spec.ts","3777","101",".ts"
"backups\backup_v14.3_20250908_165215\scripts\feedback-tile.js","3682","100",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\feedback-tile.js","3682","100",".js"
"snapshots\20250112-1700\staging\scripts\anti-jump.js","3643","95",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\anti-jump.js","3643","95",".js"
"snapshots\20250112-1500\www\scripts\anti-jump.js","3643","95",".js"
"www\scripts\anti-jump.js","3643","95",".js"
"snapshots\20250112-1600\www\scripts\anti-jump.js","3643","95",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\anti-jump.js","3643","95",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\anti-jump.js","3643","95",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\anti-jump.js","3643","95",".js"
"snapshots\20250112-1415\www\scripts\anti-jump.js","3643","95",".js"
"snapshots\20250112-1215\www\scripts\anti-jump.js","3643","95",".js"
"snapshots\20250112-1700\staging\www\scripts\anti-jump.js","3643","95",".js"
"snapshots\20250112-1400\www\scripts\anti-jump.js","3643","95",".js"
"snapshots\20250112-1220-phase-b-complete\www\critical.css","3554","153",".css"
"www\critical.css","3554","153",".css"
"www\scripts\polyfill.js","3514","93",".js"
"snapshots\20250112-1500\www\scripts\polyfill.js","3512","93",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\polyfill.js","3512","93",".js"
"snapshots\20250112-1600\www\scripts\polyfill.js","3512","93",".js"
"snapshots\20250112-1215\www\scripts\polyfill.js","3512","93",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\polyfill.js","3512","93",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\polyfill.js","3512","93",".js"
"snapshots\20250112-1700\staging\www\scripts\polyfill.js","3512","93",".js"
"snapshots\20250112-1700\staging\scripts\polyfill.js","3510","93",".js"
"snapshots\20250112-1400\www\scripts\polyfill.js","3510","93",".js"
"snapshots\20250112-1415\www\scripts\polyfill.js","3510","93",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\polyfill.js","3510","93",".js"
"backups\backup_v14.3_20250908_165215\scripts\polyfill.js","3496","93",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\polyfill.js","3496","93",".js"
"snapshots\20250112-1415\www\scripts\pro-gate.js","3491","93",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\pro-gate.js","3491","93",".js"
"snapshots\20250112-1400\www\scripts\pro-gate.js","3491","93",".js"
"backups\backup_v14.3_20250908_165215\scripts\pro-gate.js","3477","93",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\pro-gate.js","3477","93",".js"
"snapshots\20250112-1500\www\scripts\notifications.js","3457","95",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\notifications.js","3457","95",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\notifications.js","3457","95",".js"
"snapshots\20250112-1415\www\scripts\notifications.js","3457","95",".js"
"snapshots\20250112-1215\www\scripts\notifications.js","3457","95",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\notifications.js","3457","95",".js"
"snapshots\20250112-1700\staging\scripts\notifications.js","3457","95",".js"
"snapshots\20250112-1700\staging\www\scripts\notifications.js","3457","95",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\notifications.js","3457","95",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\notifications.js","3457","95",".js"
"backups\backup_v14.3_20250908_165215\scripts\notifications.js","3457","95",".js"
"www\scripts\notifications.js","3457","95",".js"
"snapshots\20250112-1400\www\scripts\notifications.js","3457","95",".js"
"snapshots\20250112-1600\www\scripts\notifications.js","3457","95",".js"
"_quarantine\experiments\tests\flickword-integration.spec.ts","3440","98",".ts"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\search-page-test.js","3398","98",".js"
"backups\backup_v14.3_20250908_165215\scripts\search-page-test.js","3398","98",".js"
"scripts\quick-fix.js","3336","79",".js"
"_quarantine\root_misc\test-condensed-mode-fix.html","3296","96",".html"
"_quarantine\experiments\tests\debug-modal.spec.ts","3290","80",".ts"
"snapshots\20250112-1500\www\scripts\search-tips.js","3089","78",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\search-tips.js","3089","78",".js"
"www\scripts\search-tips.js","3089","78",".js"
"snapshots\20250112-1700\staging\scripts\search-tips.js","3089","78",".js"
"backups\backup_v14.3_20250908_165215\scripts\search-tips.js","3089","78",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\search-tips.js","3089","78",".js"
"snapshots\20250112-1215\www\scripts\search-tips.js","3089","78",".js"
"snapshots\20250112-1415\www\scripts\search-tips.js","3089","78",".js"
"snapshots\20250112-1600\www\scripts\search-tips.js","3089","78",".js"
"snapshots\20250112-1400\www\scripts\search-tips.js","3089","78",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\search-tips.js","3089","78",".js"
"snapshots\20250112-1700\staging\www\scripts\search-tips.js","3089","78",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\search-tips.js","3089","78",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\search-tips.js","3089","78",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\modals\games-teaser.js","2959","89",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\modals\games-teaser.js","2959","89",".js"
"snapshots\20250112-1700\staging\scripts\modals\games-teaser.js","2959","89",".js"
"snapshots\20250112-1500\www\scripts\modals\games-teaser.js","2959","89",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\modals\games-teaser.js","2959","89",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\modals\games-teaser.js","2959","89",".js"
"snapshots\20250112-1600\www\scripts\modals\games-teaser.js","2959","89",".js"
"www\scripts\modals\games-teaser.js","2959","89",".js"
"snapshots\20250112-1700\staging\www\scripts\modals\games-teaser.js","2959","89",".js"
"snapshots\20250112-1215\www\scripts\modals\games-teaser.js","2959","89",".js"
"snapshots\20250112-1415\www\scripts\modals\games-teaser.js","2959","89",".js"
"snapshots\20250112-1400\www\scripts\modals\games-teaser.js","2959","89",".js"
"_quarantine\experiments\tests\debug-search.spec.ts","2948","85",".ts"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\performance-monitor.js","2946","93",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\performance-monitor.js","2946","93",".js"
"snapshots\20250112-1700\staging\www\scripts\performance-monitor.js","2946","93",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\performance-monitor.js","2946","93",".js"
"snapshots\20250112-1600\www\scripts\performance-monitor.js","2946","93",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\performance-monitor.js","2946","93",".js"
"snapshots\20250112-1215\www\scripts\performance-monitor.js","2946","93",".js"
"snapshots\20250112-1700\staging\scripts\performance-monitor.js","2946","93",".js"
"snapshots\20250112-1400\www\scripts\performance-monitor.js","2946","93",".js"
"snapshots\20250112-1500\www\scripts\performance-monitor.js","2946","93",".js"
"www\scripts\performance-monitor.js","2946","93",".js"
"snapshots\20250112-1415\www\scripts\performance-monitor.js","2946","93",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\search-functionality-test.js","2915","89",".js"
"backups\backup_v14.3_20250908_165215\scripts\search-functionality-test.js","2915","89",".js"
"_quarantine\experiments\tests\tab-navigation.spec.ts","2904","68",".ts"
"snapshots\20250112-1400\www\scripts\data\user-settings.js","2891","93",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\data\user-settings.js","2891","93",".js"
"snapshots\20250112-1215\www\scripts\data\user-settings.js","2891","93",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\data\user-settings.js","2891","93",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\data\user-settings.js","2891","93",".js"
"snapshots\20250112-1415\www\scripts\data\user-settings.js","2891","93",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\data\user-settings.js","2891","93",".js"
"snapshots\20250112-1700\staging\www\scripts\data\user-settings.js","2891","93",".js"
"www\scripts\data\user-settings.js","2891","93",".js"
"snapshots\20250112-1600\www\scripts\data\user-settings.js","2891","93",".js"
"snapshots\20250112-1500\www\scripts\data\user-settings.js","2891","93",".js"
"snapshots\20250112-1700\staging\scripts\data\user-settings.js","2891","93",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\js\home-sections-config.js","2881","102",".js"
"snapshots\20250112-1415\www\js\home-sections-config.js","2881","102",".js"
"snapshots\20250112-1400\www\js\home-sections-config.js","2881","102",".js"
"_quarantine\experiments\tests\not-interested-feature.spec.ts","2737","77",".ts"
"snapshots\20250112-1600\www\auth-diagnostics.js","2716","45",".js"
"snapshots\20250112-1700\staging\auth-diagnostics.js","2716","45",".js"
"backups\backup_v23.78_before_merge_20250914_093719\auth-diagnostics.js","2716","45",".js"
"backups\backup_v23.78_before_merge_20250112_093803\auth-diagnostics.js","2716","45",".js"
"snapshots\20250112-1215\www\auth-diagnostics.js","2716","45",".js"
"snapshots\20250112-1700\staging\www\auth-diagnostics.js","2716","45",".js"
"snapshots\20250112-1500\www\auth-diagnostics.js","2716","45",".js"
"snapshots\20250112-1220-phase-b-complete\www\auth-diagnostics.js","2716","45",".js"
"www\auth-diagnostics.js","2716","45",".js"
"snapshots\20250112-1500\www\simple-translation-scanner.js","2701","95",".js"
"backups\backup_v23.78_before_merge_20250112_093803\simple-translation-scanner.js","2701","95",".js"
"www\simple-translation-scanner.js","2701","95",".js"
"snapshots\20250112-1700\staging\simple-translation-scanner.js","2701","95",".js"
"snapshots\20250112-1215\www\simple-translation-scanner.js","2701","95",".js"
"snapshots\20250112-1600\www\simple-translation-scanner.js","2701","95",".js"
"backups\backup_v23.78_before_merge_20250914_093719\simple-translation-scanner.js","2701","95",".js"
"snapshots\20250112-1220-phase-b-complete\www\simple-translation-scanner.js","2701","95",".js"
"snapshots\20250112-1700\staging\www\simple-translation-scanner.js","2701","95",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\js\home-sections-config.js","2690","95",".js"
"backups\backup_v14.3_20250908_165215\js\home-sections-config.js","2690","95",".js"
"snapshots\20250112-1400\www\scripts\analytics.js","2679","81",".js"
"snapshots\20250112-1600\www\scripts\analytics.js","2679","81",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\analytics.js","2679","81",".js"
"snapshots\20250112-1215\www\scripts\analytics.js","2679","81",".js"
"snapshots\20250112-1415\www\scripts\analytics.js","2679","81",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\analytics.js","2679","81",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\analytics.js","2679","81",".js"
"snapshots\20250112-1700\staging\www\scripts\analytics.js","2679","81",".js"
"snapshots\20250112-1700\staging\scripts\analytics.js","2679","81",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\analytics.js","2679","81",".js"
"www\scripts\analytics.js","2679","81",".js"
"snapshots\20250112-1500\www\scripts\analytics.js","2679","81",".js"
"force-seeder-refresh.html","2668","70",".html"
"snapshots\20250112-1415\www\scripts\modals\core.js","2566","79",".js"
"snapshots\20250112-1700\staging\scripts\modals\core.js","2566","79",".js"
"www\scripts\modals\core.js","2566","79",".js"
"snapshots\20250112-1500\www\scripts\modals\core.js","2566","79",".js"
"snapshots\20250112-1600\www\scripts\modals\core.js","2566","79",".js"
"snapshots\20250112-1400\www\scripts\modals\core.js","2566","79",".js"
"snapshots\20250112-1215\www\scripts\modals\core.js","2566","79",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\modals\core.js","2566","79",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\modals\core.js","2566","79",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\modals\core.js","2566","79",".js"
"snapshots\20250112-1700\staging\www\scripts\modals\core.js","2566","79",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\modals\core.js","2566","79",".js"
"backups\backup_v23.78_before_merge_20250112_093803\js\home-sections-config.js","2541","91",".js"
"www\js\home-sections-config.js","2541","91",".js"
"snapshots\20250112-1600\www\js\home-sections-config.js","2541","91",".js"
"snapshots\20250112-1500\www\js\home-sections-config.js","2541","91",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\home-sections-config.js","2541","91",".js"
"snapshots\20250112-1215\www\js\home-sections-config.js","2541","91",".js"
"snapshots\20250112-1700\staging\www\js\home-sections-config.js","2541","91",".js"
"snapshots\20250112-1700\staging\js\home-sections-config.js","2541","91",".js"
"backups\backup_v23.78_before_merge_20250914_093719\js\home-sections-config.js","2541","91",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\curated-debug-test.js","2531","69",".js"
"backups\backup_v14.3_20250908_165215\scripts\curated-debug-test.js","2531","69",".js"
"snapshots\20250112-1600\www\js\flags.js","2428","39",".js"
"snapshots\20250112-1500\www\js\flags.js","2428","39",".js"
"snapshots\20250112-1215\www\js\flags.js","2428","39",".js"
"backups\backup_v23.78_before_merge_20250914_093719\js\flags.js","2428","39",".js"
"snapshots\20250112-1700\staging\www\js\flags.js","2428","39",".js"
"backups\backup_v23.78_before_merge_20250112_093803\js\flags.js","2428","39",".js"
"snapshots\20250112-1700\staging\js\flags.js","2428","39",".js"
"www\js\flags.js","2428","39",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\flags.js","2428","39",".js"
"_quarantine\experiments\tests\clear-search.spec.ts","2414","63",".ts"
"backups\backup_v23.25_duplicate_fix_20250912_1051\js\flags.js","2331","38",".js"
"snapshots\20250112-1415\www\js\flags.js","2331","38",".js"
"snapshots\20250112-1400\www\js\flags.js","2331","38",".js"
"www\js\debug-utils.js","2299","80",".js"
"snapshots\20250112-1400\www\js\debug-utils.js","2299","80",".js"
"snapshots\20250112-1600\www\js\debug-utils.js","2299","80",".js"
"snapshots\20250112-1215\www\js\debug-utils.js","2299","80",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\js\debug-utils.js","2299","80",".js"
"snapshots\20250112-1700\staging\www\js\debug-utils.js","2299","80",".js"
"snapshots\20250112-1700\staging\js\debug-utils.js","2299","80",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\debug-utils.js","2299","80",".js"
"snapshots\20250112-1500\www\js\debug-utils.js","2299","80",".js"
"backups\backup_v14.3_20250908_165215\js\debug-utils.js","2299","80",".js"
"snapshots\20250112-1415\www\js\debug-utils.js","2299","80",".js"
"backups\backup_v23.78_before_merge_20250914_093719\js\debug-utils.js","2299","80",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\js\debug-utils.js","2299","80",".js"
"backups\backup_v23.78_before_merge_20250112_093803\js\debug-utils.js","2299","80",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\js\flags.js","2236","37",".js"
"backups\backup_v14.3_20250908_165215\js\flags.js","2236","37",".js"
"reports\jscpd\html\styles\prism.css","2125","8",".css"
"backups\backup_v14.3_20250908_165215\scripts\compat-utils.js","2090","50",".js"
"snapshots\20250112-1400\www\scripts\compat-utils.js","2090","50",".js"
"_quarantine\backups\backup_20250903_181036\www\www\scripts\compat-utils.js","2090","50",".js"
"_quarantine\backups\backup_20250902_130607\scripts\compat-utils.js","2090","50",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\compat-utils.js","2090","50",".js"
"snapshots\20250112-1500\www\scripts\compat-utils.js","2090","50",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\compat-utils.js","2090","50",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\compat-utils.js","2090","50",".js"
"_quarantine\backups\backup_20250903_181036\www\scripts\compat-utils.js","2090","50",".js"
"snapshots\20250112-1215\www\scripts\compat-utils.js","2090","50",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\compat-utils.js","2090","50",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\compat-utils.js","2090","50",".js"
"snapshots\20250112-1700\staging\www\scripts\compat-utils.js","2090","50",".js"
"snapshots\20250112-1415\www\scripts\compat-utils.js","2090","50",".js"
"www\scripts\compat-utils.js","2090","50",".js"
"snapshots\20250112-1700\staging\scripts\compat-utils.js","2090","50",".js"
"snapshots\20250112-1600\www\scripts\compat-utils.js","2090","50",".js"
"www\thank-you.html","2087","67",".html"
"snapshots\20250112-1215\www\thank-you.html","2085","67",".html"
"backups\backup_v23.78_before_merge_20250914_093719\thank-you.html","2085","67",".html"
"snapshots\20250112-1600\www\thank-you.html","2085","67",".html"
"snapshots\20250112-1700\staging\www\thank-you.html","2085","67",".html"
"snapshots\20250112-1500\www\thank-you.html","2085","67",".html"
"backups\backup_v23.78_before_merge_20250112_093803\thank-you.html","2085","67",".html"
"snapshots\20250112-1220-phase-b-complete\www\thank-you.html","2085","67",".html"
"backups\backup_v23.25_duplicate_fix_20250912_1051\thank-you.html","2083","67",".html"
"snapshots\20250112-1700\staging\thank-you.html","2083","67",".html"
"snapshots\20250112-1400\www\thank-you.html","2083","67",".html"
"snapshots\20250112-1415\www\thank-you.html","2083","67",".html"
"backups\backup_v14.3_20250908_165215\styles\inline-style-02.css","2068","70",".css"
"backups\backup_v14.4_card_standardization_20250908_171454\styles\inline-style-02.css","2068","70",".css"
"snapshots\20250112-1415\www\scripts\tmdb-images.js","2029","58",".js"
"snapshots\20250112-1400\www\scripts\tmdb-images.js","2029","58",".js"
"_quarantine\tests_pages\test-language-console.js","1979","53",".js"
"www\scripts\tab-position-fix.js","1941","54",".js"
"snapshots\20250112-1600\www\scripts\tab-position-fix.js","1939","54",".js"
"snapshots\20250112-1700\staging\www\scripts\tab-position-fix.js","1939","54",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\tab-position-fix.js","1939","54",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\tab-position-fix.js","1939","54",".js"
"snapshots\20250112-1500\www\scripts\tab-position-fix.js","1939","54",".js"
"snapshots\20250112-1215\www\scripts\tab-position-fix.js","1939","54",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\tab-position-fix.js","1939","54",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\tab-position-fix.js","1937","54",".js"
"snapshots\20250112-1400\www\scripts\tab-position-fix.js","1937","54",".js"
"snapshots\20250112-1700\staging\scripts\tab-position-fix.js","1937","54",".js"
